"search_topic","year","month","hour","day_of_week","moment_of_day","image_license","superficie_px2","image_size_kb","image_com","image_views","page_num","private_collections","image_favs","image_favs_cat"
"Fantasy art",2020,4,21,"Saturday","Night","Copyright",-0.336042868695142,0.0461513991977312,0.240558935675528,-0.0512809721224157,14,0,0.421863940745198,"Medium"
"Science fiction art",2021,7,15,"Tuesday","Afternoon","Copyright",0.32253025959308,0.292224539751409,0.819068447099816,0.986380563815015,0,1,0.845473876033576,"High"
"Science fiction art",2018,9,14,"Tuesday","Afternoon","Copyright",-0.2115154306589,-0.176361968479378,0.953058844099831,0.792816254217446,0,0,0.878041053079712,"High"
"Science fiction art",2015,2,14,"Tuesday","Afternoon","Copyright",-0.879841210165583,-0.18250301423809,-0.341464224482915,0.271429243278596,0,0,0.25829511696899,"Medium"
"Science fiction art",2016,10,9,"Tuesday","Morning","Copyright",0.880783093515071,1.00467025977929,0.926465194125191,0.512233083338551,0,1,1.08524109296515,"High"
"Science fiction art",2018,12,12,"Saturday","Afternoon","Copyright",0.387714021735082,0.433888948603994,0.610804703235263,0.558718548215813,0,0,0.810805533534858,"High"
"Science fiction art",2014,12,14,"Thursday","Afternoon","Copyright",0.935775445220293,1.11340829632407,0.638846018297468,0.368306486295343,0,1,0.878041053079712,"High"
"Science fiction art",2018,3,15,"Friday","Afternoon","Copyright",-0.0988727678691838,-0.140628296206314,0.7866096452391,0.427716781974976,0,0,0.593039085760848,"Medium"
"Science fiction art",2016,5,10,"Friday","Morning","Copyright",0.945652939193755,1.2264462356065,0.240558935675528,0.307888575317502,0,0,0.575019979340349,"Medium"
"Science fiction art",2019,3,14,"Sunday","Afternoon","Copyright",-0.379286260953214,-0.0849246368942852,0.7866096452391,-0.0733782534705616,0,0,0.147531179878947,"Low"
"Science fiction art",2019,12,15,"Tuesday","Afternoon","Copyright",-0.0988727678691838,-0.240398878052167,0.566472106895086,0.260253441424744,0,0,0.27698478332054,"Medium"
"Science fiction art",2016,1,13,"Wednesday","Afternoon","Copyright",-0.70743882589743,-1.07650745015856,0.970232659351794,0.41029604546385,0,0,1.06330742287536,"High"
"Science fiction art",2019,5,15,"Friday","Afternoon","Copyright",-0.336042868695142,-0.463489525316582,0.393839996535901,0.252108817247773,0,0,0.440726215451124,"Medium"
"Science fiction art",2015,2,16,"Tuesday","Afternoon","Copyright",-0.484373811830421,-0.207632738884066,0.566472106895086,0.187130986443186,0,0,0.409163093542651,"Medium"
"Science fiction art",2017,4,23,"Friday","Night","Copyright",-0.738043787015561,-0.387144276394249,1.01137770087792,0.59791448903842,0,0,0.845473876033576,"High"
"Science fiction art",2015,8,14,"Wednesday","Afternoon","Copyright",-0.0588719134098859,-0.306515234497134,0.535243237018833,-0.215085003278787,0,0,0.0681459704880832,"Low"
"Science fiction art",2018,1,19,"Wednesday","Evening","Copyright",-0.539746690023444,-0.743745943946109,0.432011862523945,-0.0864761867814888,0,0,0.257293216079215,"Medium"
"Science fiction art",2020,3,13,"Tuesday","Afternoon","Copyright",-0.2115154306589,-0.134849718366684,0.889325509893803,0.541020111750453,0,0,0.733941105705724,"High"
"Science fiction art",2014,10,15,"Monday","Afternoon","Copyright",-0.0988727678691838,-0.28195403284235,1.43352718245987,0.755044213913285,0,0,1.16499012017871,"High"
"Science fiction art",2017,3,15,"Monday","Afternoon","Copyright",-0.0872822752687858,-0.628112346979054,1.05019688919734,0.557848912211111,0,0,0.810805533534858,"High"
"Science fiction art",2016,6,15,"Saturday","Afternoon","Copyright",-0.562006144389644,-0.0586835282498973,0.665787386239444,0.372162361983522,0,0,0.559242587974493,"Medium"
"Science fiction art",2020,11,13,"Sunday","Afternoon","Copyright",-0.0988727678691838,-0.0795954170524482,0.764085764095635,1.02844201578452,0,3,1.01655744780642,"High"
"Science fiction art",2019,6,14,"Thursday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.36549775298923,1.58792595916342,0.485564957437096,0.223338575304774,0,1,0.498783459244846,"Medium"
"Science fiction art",2017,6,13,"Monday","Afternoon","Copyright",-0.0988727678691838,-0.0235562612444866,0.240558935675528,-0.139035664527367,1,0,0.119765776001663,"Low"
"Science fiction art",2015,4,13,"Wednesday","Afternoon","Copyright",0.288180281759804,-0.4612601569618,0.0749006601374176,0.214538796503884,1,0,0.520111424841988,"Medium"
"Science fiction art",2016,2,14,"Tuesday","Afternoon","Copyright",1.42748993476464,1.66744860924286,0.353421466795957,0.0683096355512461,1,0,0.554648374778006,"Medium"
"Science fiction art",2019,9,14,"Tuesday","Afternoon","Copyright",-0.2115154306589,0.0191130882061145,-0.286481541478734,-0.189747055581454,1,0,0.0327894688857245,"Low"
"Science fiction art",2017,3,18,"Monday","Evening","Copyright",-0.330672065754344,1.10967406059862,0.353421466795957,-0.206489969203357,1,0,0.319711765704365,"Medium"
"Science fiction art",2019,3,12,"Saturday","Afternoon","Copyright",-0.336531305377418,-0.449927075876569,0.908146326383035,0.02291537268554,1,0,0.325925935166452,"Medium"
"Science fiction art",2016,10,23,"Sunday","Night","Copyright",-0.616355197873934,-0.778640956868974,0.566472106895086,0.0385273165530993,1,0,0.449213544495311,"Medium"
"Science fiction art",2016,12,11,"Friday","Morning","Copyright",1.2866678473636,1.6480962431216,-0.341464224482915,-0.0999405173559519,1,0,0.241003494566478,"Medium"
"Science fiction art",2016,1,13,"Friday","Afternoon","Copyright",-0.692806752953662,-1.1017921001231,0.189652922380355,0.13348389339639,1,0,0.589267002408951,"Medium"
"Science fiction art",2016,5,20,"Tuesday","Evening","Copyright",-0.533045299807287,-0.16424253805446,0.468173729038895,0.286957575861872,1,0,0.498143173675698,"Medium"
"Science fiction art",2017,11,2,"Sunday","Night","Creative Commons Attribution-Noncommercial-Share Alike 3.0 License",-0.779072275915689,-0.608004221663843,0.610804703235263,-0.0864761867814888,1,0,0.210158098177558,"Low"
"Science fiction art",2017,8,8,"Wednesday","Morning","Copyright",-1.00425647059857,-0.83526181246345,0.566472106895086,-0.0451494059446608,1,0,0.256289444224973,"Medium"
"Science fiction art",2018,5,23,"Wednesday","Night","Copyright",-0.498743552931227,-0.580552314975808,0.240558935675528,0.0754759446911553,1,0,0.29691277271855,"Medium"
"Science fiction art",2020,5,12,"Wednesday","Afternoon","Copyright",-0.0988727678691838,-0.0535537606560798,0.393839996535901,0.455419536169769,1,0,0.564364571723418,"Medium"
"Science fiction art",2014,11,18,"Saturday","Evening","Copyright",-0.362895965684477,-0.0743073188873881,0.551035123996507,0.165991215394589,1,0,0.300626222180383,"Medium"
"Science fiction art",2016,9,15,"Friday","Afternoon","Copyright",0.853198705924606,1.06719566446147,-0.286481541478734,0.0149153199344866,1,0,0.382824007775672,"Medium"
"Science fiction art",2022,3,9,"Tuesday","Morning","Copyright",0.32253025959308,0.534097896577604,1.25718199911493,1.69038456444583,1,2,1.01655744780642,"High"
"Science fiction art",2017,1,3,"Friday","Night","Copyright",0.95474945976469,1.12723321150467,-0.71170999204265,-0.40377447027906,1,0,0.0157730367006186,"Low"
"Science fiction art",2021,12,15,"Friday","Afternoon","Copyright",-0.843711184713528,-0.0690597126437883,0.752540671663576,1.61981244912206,1,0,0.453407477384467,"Medium"
"Science fiction art",2017,5,9,"Thursday","Morning","Copyright",0.976261546290834,1.25656331456334,0.105435323961856,0.0585855112295755,1,0,0.481222271073034,"Medium"
"Science fiction art",2016,12,17,"Thursday","Evening","Copyright",-0.283810622670265,-0.618587548333198,-1.57225395885963,-0.972584645994082,1,0,-1.06258244870206,"Very Low"
"Science fiction art",2021,8,12,"Friday","Afternoon","Creative Commons Attribution-No Derivative Works 3.0 License",1.36084479048521,1.31517985605562,-0.942838434140172,-0.472646488552179,1,0,-0.771888340009191,"Very Low"
"Science fiction art",2015,3,9,"Tuesday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.253039715088879,0.244302234499664,1.63759081033423,0.400740592224285,1,1,0.64422136349793,"Medium"
"Science fiction art",2022,6,20,"Friday","Evening","Copyright",0.111828734824219,0.665843274652131,-0.102206494256043,-0.0242838728409599,2,0,-0.0955954616425004,"Low"
"Science fiction art",2016,11,13,"Tuesday","Afternoon","Copyright",0.967089908923772,0.941867701471304,0.287951300236546,0.185247096542763,2,0,0.64422136349793,"Medium"
"Science fiction art",2016,9,22,"Sunday","Night","Copyright",-0.886643830916747,-0.595476641649057,0.332283896576724,0.0436207675388717,2,0,0.312520759837262,"Medium"
"Science fiction art",2021,10,7,"Monday","Morning","Copyright",-0.0934674967345274,-0.146456013181652,0.691711852693254,1.59432464845424,2,0,0.810805533534858,"High"
"Science fiction art",2021,8,17,"Friday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.29961122387235,0.0889718057445337,0.134670239376174,0.891927425243346,2,0,0.64422136349793,"Medium"
"Science fiction art",2017,6,23,"Saturday","Night","Copyright",1.10424999338297,1.00467025977929,1.69602163095432,0.718438280749736,2,0,1.49907397808233,"High"
"Science fiction art",2021,9,18,"Friday","Evening","Copyright",-0.0988727678691838,0.105377887601843,0.716693399534618,0.836698147356516,2,0,0.443570241513152,"Medium"
"Science fiction art",2016,11,20,"Friday","Evening","Copyright",-0.292391114302061,-0.88756717458787,-0.466703970281082,0.17571543794245,2,0,0.314327550351028,"Medium"
"Science fiction art",2015,9,19,"Saturday","Evening","Copyright",-0.536016128155932,-0.0743073188873881,0.519079742334068,-0.04820542594897,2,0,0.217767199360926,"Low"
"Science fiction art",2021,12,17,"Thursday","Evening","Copyright",-0.567544373277047,-0.318053951619452,-0.401233803721672,0.00678005625820268,2,0,-0.246377030681234,"Low"
"Science fiction art",2017,3,21,"Wednesday","Night","Copyright",-0.742112744251366,-0.418233215003453,0.373927969603047,0.100875693233659,2,0,0.403844834324699,"Medium"
"Science fiction art",2023,3,13,"Monday","Afternoon","Copyright",0.0439273528883093,-0.0957090351310624,1.31087469708309,2.20676533707614,2,10,1.46835606045594,"High"
"Science fiction art",2021,4,9,"Wednesday","Morning","Copyright",1.78873293734405,1.56277976950514,-0.817598688342004,-0.169605547558475,2,0,-0.438096829465555,"Low"
"Science fiction art",2016,7,18,"Monday","Evening","Copyright",-0.915688485599172,-0.313976843874527,0.413191046034714,0.0385273165530993,2,0,0.232669689309049,"Medium"
"Science fiction art",2017,3,0,"Monday","Night","Copyright",0.11857911443095,-0.0849246368942852,-0.188183163622543,0.145932811726818,2,0,0.286566492859275,"Medium"
"Science fiction art",2016,12,20,"Monday","Evening","Copyright",-0.914504313651888,-0.453272487040051,0.432011862523945,0.219837944669088,2,1,0.541807989198816,"Medium"
"Science fiction art",2016,8,14,"Monday","Afternoon","Copyright",0.889995934161664,1.25882610606108,0.042945278474979,0.411477249202616,2,0,0.6909510045538,"Medium"
"Science fiction art",2017,7,12,"Monday","Afternoon","Copyright",0.171625691459969,0.421225475515505,1.28989850753646,0.34177972893622,2,0,0.937793755539008,"High"
"Science fiction art",2017,7,20,"Tuesday","Evening","Copyright",-0.743133525483802,-0.266875058418773,0.134670239376174,-0.0931612757471009,2,0,0.136345395771355,"Low"
"Science fiction art",2021,2,13,"Saturday","Afternoon","Copyright",-0.0988727678691838,0.00518308402138618,0.519079742334068,1.54878037893151,2,1,0.459637652792263,"Medium"
"Science fiction art",2016,8,20,"Thursday","Evening","Copyright",-0.914504313651888,-0.534980664821002,0.287951300236546,0.135581200073887,2,0,0.0999775412532451,"Low"
"Science fiction art",2014,10,1,"Wednesday","Night","Copyright",0.22603710210144,0.337013693157841,-0.341464224482915,-0.30544587231928,2,0,-0.142014353532318,"Low"
"Science fiction art",2014,12,19,"Thursday","Evening","Copyright",-0.56107609905572,-0.352554429594101,0.240558935675528,-0.206489969203357,2,0,0.0358263112671911,"Low"
"Science fiction art",2022,1,20,"Wednesday","Evening","Copyright",-0.0988727678691838,0.606065726370521,-2.04838842271872,-0.40377447027906,2,0,-0.275297043545377,"Low"
"Science fiction art",2016,7,18,"Tuesday","Evening","Copyright",-0.460261768536994,0.0372566325293228,-0.466703970281082,-0.0831681393032784,3,0,0.00143832928309763,"Low"
"Science fiction art",2019,4,18,"Saturday","Evening","Copyright",-0.0988727678691838,-0.0743073188873881,1.09405753991276,0.480593461022745,3,0,0.532873938572768,"Medium"
"Science fiction art",2016,8,18,"Wednesday","Evening","Copyright",-0.90044160577613,-0.405362668499867,0.0749006601374176,0.0610350208361723,3,0,0.340724982343102,"Medium"
"Science fiction art",2018,4,23,"Wednesday","Night","Copyright",0.32253025959308,-0.27700599034635,1.60471770397976,0.507424427195896,3,0,1.08524109296515,"High"
"Science fiction art",2021,3,18,"Friday","Evening","Copyright",0.32253025959308,0.196333551711348,0.31047518138001,0.491705731882318,3,0,0.230565891430723,"Medium"
"Science fiction art",2018,3,20,"Tuesday","Evening","Copyright",-0.525316373885188,-0.0743073188873881,0.535243237018833,0.122858056988116,3,0,0.374018574246138,"Medium"
"Science fiction art",2021,10,4,"Wednesday","Night","Copyright",-1.4092709874012,-1.50441236545387,-0.401233803721672,-0.117318481946288,3,0,-0.0765998569912697,"Low"
"Science fiction art",2016,5,19,"Tuesday","Evening","Copyright",-0.639838341067006,-0.233719123577486,-0.466703970281082,0.028175816210415,3,0,0.147531179878947,"Low"
"Science fiction art",2015,2,23,"Wednesday","Night","Copyright",-0.538586894655141,-0.0743073188873881,0.189652922380355,-0.0701587103728583,3,0,0.164481402829291,"Low"
"Science fiction art",2016,11,16,"Thursday","Afternoon","Copyright",-0.695848878036848,-0.867242637316643,-0.102206494256043,-0.503213944156341,3,0,-0.376006380297923,"Low"
"Science fiction art",2021,7,18,"Friday","Evening","Copyright",-1.13049528558032,2.8584893476898,-0.102206494256043,0.723400653473976,3,0,0.267229167595039,"Medium"
"Science fiction art",2015,12,11,"Wednesday","Morning","Copyright",-0.579907896607895,-1.17991871031934,1.00334349432251,0.368306486295343,3,0,0.773746086414192,"High"
"Science fiction art",2016,11,17,"Monday","Evening","Copyright",-0.698731419519439,-0.796114200334937,0.134670239376174,0.247155062566054,3,0,0.323271511640039,"Medium"
"Science fiction art",2017,6,8,"Tuesday","Morning","Copyright",1.07079901642789,0.717512480617324,0.042945278474979,-0.813680957486364,3,0,-0.366321079134853,"Low"
"Science fiction art",2019,1,3,"Thursday","Night","Creative Commons Attribution-Noncommercial-Share Alike 3.0 License",-0.544793801462254,-0.256495654050899,0.432011862523945,-0.423421549009714,3,0,0.0972832014176638,"Low"
"Science fiction art",2015,4,19,"Tuesday","Evening","Copyright",-0.0247636622242121,0.20689897137835,0.332283896576724,0.417340176353611,3,0,0.341582954866429,"Medium"
"Science fiction art",2018,10,13,"Monday","Afternoon","Copyright",-0.0988727678691838,0.181988074849101,0.879718124895618,0.874663451608799,3,0,0.6909510045538,"Medium"
"Science fiction art",2018,11,9,"Monday","Morning","Copyright",-0.620231534435863,-0.00903594960897262,-0.102206494256043,-0.618559606429352,3,0,-0.133648119710326,"Low"
"Science fiction art",2015,2,1,"Thursday","Night","Copyright",-0.841371213741089,-0.5972176599344,0.240558935675528,-0.169605547558475,3,0,0.235810027384807,"Medium"
"Science fiction art",2017,5,18,"Tuesday","Evening","Copyright",-0.743133525483802,-0.16424253805446,-0.0258037335929871,-0.054376295591868,3,0,0.122350010170381,"Low"
"Science fiction art",2023,1,13,"Monday","Afternoon","Copyright",0.32253025959308,0.359755834351589,1.09405753991276,1.84399618529542,3,1,0.593039085760848,"Medium"
"Science fiction art",2015,4,16,"Thursday","Afternoon","Copyright",0.760201968080052,0.773247757654533,-0.817598688342004,-0.270151409529572,3,0,-0.0765998569912697,"Low"
"Science fiction art",2019,4,14,"Monday","Afternoon","Copyright",-0.0988727678691838,0.244302234499664,0.652448776261586,0.196441401919302,3,0,0.39070566910196,"Medium"
"Science fiction art",2020,8,12,"Tuesday","Afternoon","Copyright",-0.0988727678691838,-0.201263393260962,0.0749006601374176,-0.0331157289576408,4,0,0.279877272838877,"Medium"
"Science fiction art",2014,10,0,"Wednesday","Night","Copyright",-0.452206895776801,0.20689897137835,1.10110290249251,0.185247096542763,4,0,0.593039085760848,"Medium"
"Science fiction art",2016,3,15,"Monday","Afternoon","Copyright",-0.0988727678691838,0.270277085342523,1.17417739205843,0.769277847096098,4,0,0.810805533534858,"High"
"Science fiction art",2023,3,17,"Thursday","Evening","Copyright",0.916464575809354,1.13988959792281,-2.04838842271872,-0.813680957486364,4,0,-0.937984521204849,"Very Low"
"Science fiction art",2020,12,18,"Thursday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.479249954792754,-0.0638519829229908,0.624968438633422,1.57240838196277,4,0,0.6909510045538,"Medium"
"Science fiction art",2019,3,20,"Thursday","Evening","Copyright",0.0255631456358696,0.0461513991977312,1.13528492088518,0.266671350493004,4,0,0.6909510045538,"Medium"
"Science fiction art",2020,5,17,"Thursday","Evening","Copyright",-0.644451101693496,-0.368030144322195,0.31047518138001,0.0801948893430633,4,0,0.448511363243604,"Medium"
"Science fiction art",2021,2,7,"Sunday","Morning","Copyright",-0.307317195286524,-0.587859566979101,0.7866096452391,1.61731391497171,4,0,0.810805533534858,"High"
"Science fiction art",2017,4,18,"Friday","Evening","Copyright",-0.719019069800088,-0.717988967443375,-0.341464224482915,-0.480108304290576,4,0,-0.174601280350532,"Low"
"Science fiction art",2019,1,17,"Monday","Evening","Copyright",-0.677704970920636,-0.327188753699283,0.215577388834165,-0.0331157289576408,4,0,0.197978964612508,"Low"
"Science fiction art",2014,9,9,"Sunday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.267089419706745,-0.25502754506386,1.80485215971497,0.648789347653236,4,0,1.01655744780642,"High"
"Science fiction art",2017,2,18,"Saturday","Evening","Copyright",-0.670367915330964,-0.194952699327733,0.432011862523945,-0.04820542594897,4,0,0.286566492859275,"Medium"
"Science fiction art",2016,1,14,"Monday","Afternoon","Copyright",0.236264662126434,0.230936046621364,0.332283896576724,0.452178168436502,4,0,0.593039085760848,"Medium"
"Science fiction art",2021,6,19,"Sunday","Evening","Copyright",-0.0988727678691838,0.0505558619851939,-0.0629434178243754,0.209180660653639,4,1,0.266243796701782,"Medium"
"Science fiction art",2015,9,13,"Wednesday","Afternoon","Copyright",0.520879649603252,0.773247757654533,-0.466703970281082,-0.228272352403851,4,0,0.0999775412532451,"Low"
"Science fiction art",2018,1,1,"Tuesday","Night","Copyright",-0.0697885356549886,-0.285816466469097,-0.235575528183561,-0.495388180922504,4,0,0.017342438316943,"Low"
"Science fiction art",2016,10,19,"Wednesday","Evening","Copyright",-0.891214268385426,-0.54898642016194,0.215577388834165,0.135581200073887,4,0,0.223137070911312,"Low"
"Science fiction art",2015,1,23,"Monday","Night","Copyright",0.444267887601458,0.362546262750412,0.00943049357800654,-0.128054606743752,4,0,0.279877272838877,"Medium"
"Science fiction art",2020,2,19,"Wednesday","Evening","Copyright",-0.392351372717072,-0.194952699327733,0.691711852693254,0.631924058890088,4,0,0.733941105705724,"High"
"Science fiction art",2017,5,21,"Wednesday","Night","Copyright",-0.738043787015561,-0.443320105577226,0.189652922380355,0.0122188135603875,4,0,0.0836051180445624,"Low"
"Science fiction art",2017,7,22,"Wednesday","Night","Copyright",0.713438590236137,1.224865509314,-1.29373315220109,-0.580038593909357,4,0,-0.667125573767191,"Very Low"
"Science fiction art",2023,3,19,"Friday","Evening","Copyright",0.916464575809354,1.00467025977929,-1.57225395885963,-0.10681660162674,4,1,-0.323296549180883,"Low"
"Science fiction art",2019,6,10,"Wednesday","Morning","Copyright",-0.620231534435863,-0.227103847962225,0.652448776261586,0.0683096355512461,4,0,0.314327550351028,"Medium"
"Science fiction art",2018,12,20,"Tuesday","Evening","Copyright",0.698307841494176,0.433888948603994,-0.401233803721672,-0.465298580732967,4,0,-0.0475376619621029,"Low"
"Science fiction art",2023,3,19,"Friday","Evening","Copyright",0.916464575809354,1.09548661055599,-1.57225395885963,-0.326840443358845,5,0,-0.430832939575052,"Low"
"Science fiction art",2009,4,4,"Wednesday","Night","Copyright",0.31494126751647,0.307481823489132,1.9636466285961,0.605857642071885,5,0,0.6909510045538,"Medium"
"Science fiction art",2015,1,15,"Wednesday","Afternoon","Copyright",-0.304168970859697,-1.23402748719525,0.485564957437096,0.520769432147647,5,0,0.593039085760848,"Medium"
"Science fiction art",2023,8,17,"Monday","Evening","Copyright",1.10400874412983,1.43337979191229,0.879718124895618,1.84938048635514,5,2,0.733941105705724,"High"
"Science fiction art",2021,3,11,"Thursday","Morning","Copyright",-0.0377749102811734,-0.101165548960309,1.08693916709435,1.60094885056906,5,0,0.937793755539008,"High"
"Science fiction art",2021,6,15,"Friday","Afternoon","Copyright",-0.413210043140438,-0.188699586752696,0.432011862523945,0.909432911626594,5,0,0.733941105705724,"High"
"Science fiction art",2022,7,5,"Monday","Morning","Copyright",-1.21330187958023,-0.987960553002946,-0.102206494256043,-0.15027309249006,5,0,-0.167923931478707,"Low"
"Science fiction art",2017,3,17,"Wednesday","Evening","Copyright",-0.742112744251366,-0.575039767951269,0.31047518138001,0.34177972893622,5,0,0.501337001680222,"Medium"
"Science fiction art",2015,2,13,"Thursday","Afternoon","Copyright",0.387891035567511,0.885825578630605,-0.401233803721672,-0.326840443358845,5,0,0.135088039240735,"Low"
"Science fiction art",2015,9,15,"Saturday","Afternoon","Copyright",0.978293201366392,1.31170316760515,0.00943049357800654,-0.360828355311065,5,0,0.232669689309049,"Medium"
"Science fiction art",2018,6,14,"Sunday","Afternoon","Copyright",-0.0988727678691838,0.20689897137835,0.393839996535901,-0.193878503946851,5,0,0.131298225620773,"Low"
"Science fiction art",2016,7,6,"Thursday","Morning","Copyright",0.349562157137831,0.582232792737697,0.610804703235263,-0.580038593909357,5,0,0.24921006117454,"Medium"
"Science fiction art",2017,9,21,"Friday","Night","Copyright",-0.424692641235328,0.0372566325293228,0.189652922380355,-0.169605547558475,5,0,-0.0370320570966421,"Low"
"Science fiction art",2017,7,20,"Tuesday","Evening","Copyright",0.32253025959308,0.370850017995751,-0.188183163622543,0.145932811726818,5,1,0.36588650277668,"Medium"
"Science fiction art",2016,3,15,"Tuesday","Afternoon","Copyright",-0.328900185308282,-0.240398878052167,0.264663753833989,0.563903626564028,5,0,0.773746086414192,"High"
"Science fiction art",2016,9,11,"Monday","Morning","Copyright",0.907366183309524,1.03141905918925,-0.401233803721672,0.00127914393610032,5,0,0.344148686094687,"Medium"
"Science fiction art",2016,10,11,"Wednesday","Morning","Copyright",1.08793230270722,0.994779262670062,1.35099803265011,0.242149796565898,5,0,0.845473876033576,"High"
"Science fiction art",2016,12,20,"Monday","Evening","Copyright",-0.126074177118098,0.0236942046284188,0.850062433462136,0.192738817654044,5,0,0.64422136349793,"Medium"
"Science fiction art",2018,8,20,"Wednesday","Evening","Copyright",-0.365941337052572,0.307481823489132,-0.619985031141455,-1.06450544576061,5,0,-0.765126997126454,"Very Low"
"Science fiction art",2014,11,16,"Wednesday","Afternoon","Copyright",1.34155386181693,0.856664060128611,1.07247722599157,0.610561369285389,5,0,1.06330742287536,"High"
"Science fiction art",2015,5,5,"Monday","Morning","Copyright",-0.835640706978523,-0.0957090351310624,-0.466703970281082,-0.089807125919716,5,0,0.138851319525645,"Low"
"Science fiction art",2023,3,17,"Thursday","Evening","Copyright",0.916464575809354,1.07511742928675,-0.817598688342004,-0.113792335535038,5,0,-0.479903873798817,"Low"
"Science fiction art",2021,11,12,"Thursday","Afternoon","Copyright",-0.185138346019805,0.129273314389011,1.54126491575673,1.99722422634922,5,0,1.43577571955689,"High"
"Science fiction art",2021,12,22,"Tuesday","Night","Copyright",-0.0988727678691838,0.561718644070449,-1.57225395885963,-0.718484112918179,5,0,-0.814346164932554,"Very Low"
"Science fiction art",2016,3,14,"Thursday","Afternoon","Copyright",-0.0988727678691838,-0.0586835282498973,0.551035123996507,0.394670651080169,6,0,0.459637652792263,"Medium"
"Science fiction art",2016,1,4,"Monday","Night","Copyright",-0.127924034242675,-0.398814522755838,-1.57225395885963,-1.28555461164362,6,0,-1.25765129054311,"Very Low"
"Science fiction art",2015,12,21,"Thursday","Night","Copyright",-0.647806513358365,-0.134849718366684,-0.0258037335929871,0.0410807790899895,6,0,0.172760197289079,"Low"
"Science fiction art",2016,3,6,"Saturday","Morning","Copyright",1.43124671851535,0.0282449012532665,-1.57225395885963,-1.11801434964847,6,0,-1.2250643637249,"Very Low"
"Science fiction art",2018,12,14,"Saturday","Afternoon","Copyright",-0.2115154306589,-0.0138419510153203,0.86997446039499,0.384796668922217,6,0,0.513303370228409,"Medium"
"Science fiction art",2022,7,9,"Friday","Morning","Copyright",0.32253025959308,0.125348155162811,-0.286481541478734,-0.0213755678542299,6,0,-0.0691856750064736,"Low"
"Science fiction art",2021,10,21,"Monday","Night","Copyright",1.13969438101452,0.888416111912299,-0.341464224482915,-0.181589041584368,6,0,-0.323296549180883,"Low"
"Science fiction art",2017,12,4,"Friday","Night","Creative Commons Attribution-Noncommercial-Share Alike 3.0 License",-0.808970727365547,-0.308568504494344,0.332283896576724,-0.443904802228417,6,0,-0.103385738170321,"Low"
"Science fiction art",2020,9,16,"Wednesday","Afternoon","Copyright",-0.302637238159587,0.121400385142451,-0.0629434178243754,0.72092586186798,6,0,0.565496192502936,"Medium"
"Science fiction art",2014,9,12,"Thursday","Afternoon","Copyright",-0.647806513358365,-0.106665856327416,-0.466703970281082,-0.660433600416438,6,0,-0.438096829465555,"Low"
"Science fiction art",2014,11,12,"Thursday","Afternoon","Copyright",0.555075406154442,1.0510720190835,-0.817598688342004,0.0801948893430633,6,0,0.239968807679632,"Medium"
"Science fiction art",2015,5,23,"Monday","Night","Copyright",-0.2147190004765,-0.989445117809848,0.00943049357800654,0.201942419018976,6,0,0.3043141932292,"Medium"
"Science fiction art",2017,8,14,"Friday","Afternoon","Copyright",-0.217903400500411,0.26387508427807,-0.102206494256043,-0.743817614478947,6,0,-0.456697982149468,"Low"
"Science fiction art",2014,12,12,"Thursday","Afternoon","Copyright",1.18696311694134,1.62022844595235,-0.619985031141455,-0.27503777870659,6,0,0.117169057561467,"Low"
"Science fiction art",2018,7,23,"Wednesday","Night","Copyright",-1.15547457029315,-1.32983592799463,-0.401233803721672,-0.535854956309952,6,0,-0.317421958775981,"Low"
"Science fiction art",2019,7,14,"Tuesday","Afternoon","Copyright",1.11108353491843,1.3620876444692,0.581569787820945,-0.117318481946288,6,0,-0.0528684792586756,"Low"
"Science fiction art",2021,12,0,"Monday","Night","Copyright",2.41810546635801,2.21482691560889,-0.341464224482915,-0.165676441634958,6,0,-0.542720755548771,"Low"
"Science fiction art",2022,2,3,"Saturday","Night","Copyright",-0.0988727678691838,0.163623354963457,-1.09611949500054,-0.397399697012484,6,0,-0.170140510585731,"Low"
"Science fiction art",2021,5,15,"Friday","Afternoon","Copyright",0.495061462498068,-0.334669526225615,-0.0258037335929871,0.588206381739044,6,0,0.54121698345292,"Medium"
"Science fiction art",2018,7,12,"Sunday","Afternoon","Copyright",-0.0150223921190475,0.0372566325293228,0.944308192897984,0.633414291172889,6,0,1.18320669481417,"High"
"Science fiction art",2017,4,19,"Tuesday","Evening","Copyright",-0.788429980375575,-0.365130207884603,-0.286481541478734,-0.300242577743366,6,0,-0.117296450557583,"Low"
"Science fiction art",2015,10,17,"Tuesday","Evening","Copyright",0.121094552522327,-0.357879134507902,0.240558935675528,-0.40377447027906,6,0,-0.00998133452506767,"Low"
"Science fiction art",2021,11,13,"Thursday","Afternoon","Copyright",-0.622827203586255,-0.18250301423809,0.215577388834165,0.8701352191001,7,1,0.733941105705724,"High"
"Science fiction art",2020,9,16,"Friday","Afternoon","Copyright",-0.443966881981281,0.00985794992873432,1.0271695878556,0.835721783508135,7,0,1.06330742287536,"High"
